train_loss,test_loss
46.27936126373626,44.511032601441535
45.89641998626374,44.255555926321406
45.500840630723445,44.199250033368926
45.30533496451465,44.47877736252002
44.96387434180403,43.61391317405232
44.8474595066392,43.94942104911906
44.66514279990842,43.51773141350774
44.604713970924905,43.36248665242926
44.14932105654762,43.283569140416446
44.07866514995421,42.90426454885211
43.84530606112637,42.87209273224773
43.58099387591575,42.71509193139349
43.67603165064103,42.82090896956754
43.429973672161175,42.717335991724504
43.24266683836996,42.33575814201815
43.31908553685897,42.33689685664709
42.97101076007326,42.448987253069944
42.82587139423077,42.013426821943405
42.748980511675825,42.31038107314469
42.81221025068681,42.00998982247731
42.569253663003664,41.76527462626802
42.34508070054945,41.948616023758674
42.40206115499084,41.59508892819007
42.31901757097069,41.187233048585156
42.11260516826923,41.52500166844634
41.91790793841575,41.14779097704218
41.79057205815018,41.122463961559
41.568262791895606,41.28897907768286
41.89747882326007,41.00258609183129
41.30814660599817,41.14015783502403
41.59976319253663,40.61782985184197
40.96472570398352,40.55661872664175
41.130433693910255,40.339683162039506
40.79703239468864,40.34585641350774
40.91200563759158,40.05474172450614
40.76355382898352,40.19129571542979
40.87952867445055,40.13735901628404
40.70517828525641,39.79341714495462
40.311144259386445,39.61435531233315
40.2820548592033,39.34210240923652
40.09236921932234,39.522561565670046
40.20226648351648,39.15599556193273
40.02863510187729,39.37276845301655
40.03594680059524,39.50241924719701
39.92493704212454,38.74660888280833
39.971676110347985,38.857689869193806
39.760230654761905,38.88312116257341
39.710551167582416,38.8710791510945
39.35618060325091,38.771823278163374
39.340591374771066,38.684338294180456
39.148433922847985,38.68926021089162
39.30904447115385,38.76333922851041
39.16250643887363,38.5595468499733
39.07177197802198,38.38720468499733
38.82711982028388,38.06767635477843
38.79266111492674,38.03666827949813
38.653377546932234,37.96955085424453
38.49373998397436,37.92568322877736
38.46711166437729,37.96486669113721
38.48519416781136,37.77039675654031
38.25491500686813,37.259889715696744
38.40285885989011,37.40788090630005
38.19970881982601,37.42452365856914
38.01680903731685,37.49695508542445
37.98783052884615,37.308324713027226
38.027114812271066,37.24282150961025
37.77502933264652,37.14766584356647
37.844472584706956,37.186006740523226
37.93301425137363,37.2181785571276
37.56215301625458,37.02267835691404
37.574161515567766,36.69426137880406
37.54717190361722,36.579109383342235
37.4789556146978,36.83738904831821
37.41824419070513,36.935693906833954
37.410192021520146,36.584419213828085
37.25367373511905,36.475557261078485
37.07330657623626,36.52538541110518
37.05894073374542,36.52075964361986
37.14942121680403,36.237478310197545
37.134307749542124,36.25981046449546
36.89487465659341,36.22876484917245
36.75414949633699,36.25149743059263
36.71767327724359,35.92714729044314
36.72064946771978,35.948782868392954
36.63460465315934,35.805087927122266
36.501198345924905,35.797680025360386
36.41785785828755,35.931577015483185
36.36959134615385,35.691187266417515
36.416237408424905,35.58356830619327
36.272582560668496,35.60512046182595
36.27072601877289,35.42353093299519
36.17081258585165,35.431289208489055
35.96189975389194,35.549310931660436
36.055674793956044,35.51246746529632
35.740177140567766,35.53267652162307
35.77941134386447,35.29649125734117
35.71437514308608,35.320370895622
35.78323531936813,35.093933529097704
35.62635216346154,35.18871379471436
35.80623998397436,35.208730979711696
35.60657051282051,35.23108816070475
35.49631911057692,34.74655882941805
35.44222541781136,34.93245920648692
35.37214543269231,34.7734520989055
35.43225589514652,34.45041168913508
35.32050566620879,34.6254546516284
35.18240971268315,34.50705544247197
35.11849316048535,34.39460633008542
35.23510831616301,34.41234817138281
35.1007326007326,34.57828975907635
35.152214972527474,34.58092173318206
34.967136704441394,34.29464970969033
34.916666666666664,34.353796132541376
34.95052441048535,34.28390700080085
34.9402830242674,34.10200880939669
34.69700449290293,34.05858332221036
34.86525583791209,34.087835357714894
34.717762706043956,34.1108411472237
34.50676081730769,33.86153146689802
34.464933178800365,33.85000250266951
34.52504364125458,33.70439510477843
34.4970452724359,34.026467815670046
34.39289649152931,33.71345268286172
34.46438229739011,33.477938968232785
34.359840029761905,33.40202465963694
34.28277386675824,33.47760945008009
34.20272435897436,33.54030340696743
34.01220881982601,33.769203817405234
34.177677140567766,33.36663274159103
34.06680689102564,33.263689602242394
33.96481513278388,33.177372530699415
34.0818595467033,33.31142593766685
33.93440934065934,33.23948253136679
33.784988123855314,33.2354448912173
33.94761618589744,33.212587176321406
33.89692078754579,33.03342732247731
33.83407022664835,33.09601283035238
33.77308336195055,33.08540568272824
33.753362522893774,32.82700296983449
33.689911000457876,32.86803632207688
33.58451737065018,33.14450622330486
33.59075592376374,32.82706762213027
33.44624255952381,32.852555225573944
33.56103694482601,32.8870190703417
33.45756066849817,32.48644595902296
33.30916251717033,32.69034470101442
33.259082388965204,32.65791427522691
33.21290851076007,32.55911722504004
33.296739068223445,32.50775201882008
33.21782709478022,32.43284503470368
33.05238381410256,32.389429975306996
33.16061054830586,32.4588561131874
33.044535542582416,32.378307694874536
32.931386647206956,32.203631790576615
33.00717934409341,32.212526695141484
